,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,,Notes
567,82.83,,,,,,Arabica,EssenceCoffee,Colombia,,,,3015388,Essence Coffee,1200-2000m,Huila,Mercedes Narvaez,100,24 kg,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Other,Completed,Washed / Wet,Sample,7.83,7.67,7.5,7.58,7.5,7.67,Sample,10,10,10,7.08,Sample  82.83,,0 %,0 full defects,0,,1 full defects,,"March 20th, 2016",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
568,82.83,,,,,,Arabica,Joshua Marsceau,United States,"Kampung keling, Jumaraj, Gurusinga, Gongsol",,Pt. Olam Indonesia,015/1691/065,Olam Specialty Coffee,1200 m,Berastagi,PT. Olam Indonesia,300,60 kg,Specialty Coffee Association,2014,"February 20th, 2015",Joshua Marsceau,Other,Completed,Other,Sample,7.42,7.58,7.25,7.5,7.75,7.75,Sample,10,10,10,7.58,Sample  82.83,,0 %,0 full defects,0,,9 full defects,,"February 20th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
569,82.83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,BENEFICIO SIEMBRAS VISIÓN (154),11-11711-27,"SIEMBRAS VISIÓN, S.A.",1500 MSNM,ANTIGUA,"SIEMBRAS VISIÓN, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.67,7.75,7.67,7.42,7.17,Sample,10,10,10,7.5,Sample  82.83,,10 %,0 full defects,0,Green,4 full defects,,"March 24th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
570,82.83,,,,,,Arabica,"Coffeebythebag.com , INC",Colombia,,,Trilladora Picaleña,3-320-0025,"Coffeebythebag.com , INC.",1800 mts,Santander,Mrs. Galeano,40,1 kg,Almacafé,2013,"January 20th, 2014","Coffeebythebag.com , INC",Typica,Completed,Natural / Dry,Sample,7.5,7.42,7.58,7.5,7.58,7.58,Sample,10,10,10,7.67,Sample  82.83,,0 %,4 full defects,0,Green,4 full defects,,"January 20th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
571,82.83,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-1765,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,125,70 kg,Almacafé,2013,"May 10th, 2013",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.83,7.5,7.5,7.42,7.5,7.5,Sample,10,10,10,7.58,Sample  82.83,,11 %,0 full defects,0,Green,3 full defects,,"May 10th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
572,82.83,,,,,,Arabica,Edwin Agasso,"Tanzania, United Republic Of",BURKA COFFEE ESTATE,,RAFIKI (COFFEE) LIMITED,033/DE/006/007,TCB,"1,400 METER ABOVE SEA LEVEL",ARUSHA,BURKA COFFEE ESTATE,300,2 kg,Tanzanian Coffee Board,2012,"April 19th, 2013",Edwin Agasso,Arusha,Completed,Washed / Wet,Sample,7.67,7.5,7.33,7.25,7.58,7.75,Sample,10,10,10,7.75,Sample  82.83,,11 %,0 full defects,0,Green,5 full defects,,"April 19th, 2014",Tanzanian Coffee Board,P.O.BOX 732,Carl Ulrick - +255 767 26 00 93,,
573,82.83,,,,,,Arabica,ARMANDO LUIS POHLENZ MARTINEZ,Mexico,,,FINCA CUSTEPEC,2676,BENEFICIO CUSTEPEC S.A. DE C.V.,1550,LA CONCORDIA,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Completed,Washed / Wet,Sample,7.58,7.67,7.5,7.58,7.5,7.5,Sample,10,10,10,7.5,Sample  82.83,,12 %,2 full defects,0,Green,10 full defects,,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
574,82.83,,,,,,Arabica,ALFREDO BOJALIL,Mexico,SANTA ROSA,,,1104373099,ECOMTRADING,1250,TEOCELO,OLIVIA HERNANDEZ VIRUES,250,1 kg,AMECAFE,2012,"July 11th, 2012",ALFREDO BOJALIL,Bourbon,Completed,Washed / Wet,Sample,7.67,7.58,7.42,7.75,7.42,7.42,Sample,10,10,10,7.58,Sample  82.83,,12 %,0 full defects,0,Blue-Green,7 full defects,,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
575,82.83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,,BENEFICIO IXCHEL,11/23/0934,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.67,7.33,7.5,7.33,7.92,Sample,10,10,10,7.42,Sample  82.83,,11 %,0 full defects,0,Green,10 full defects,,"July 9th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
576,82.83,,,,,,Arabica,ALFREDO BOJALIL,Mexico,FINCA NUEVA LINDA,,AGROINDUSTRIAS UNIDAS DE MEXICO,2222,ECOMTRADING,1380,LA CONCORDIA,OCTAVIO MOGUEL FARRERA,250,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,Sample,7.58,7.58,7.5,7.42,7.67,7.58,Sample,10,10,10,7.5,Sample  82.83,,11 %,0 full defects,0,,2 full defects,,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
577,82.83,,,,,,Arabica,The Coffee Source Inc.,El Salvador,Several Farms,,La Majada Cooperative,9-29-1991,,1200 mts,Santa Ana,La Majada Cooperative,250,69 kg,Specialty Coffee Association,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,,Completed,,Sample,7.75,7.58,7.75,7.75,7.25,7.5,Sample,10,10,10,7.25,Sample  82.83,,0 %,1 full defects,0,,3 full defects,,"August 22nd, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
578,82.75,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,PROVIDENCIA,11-43367-27,BENEFICIO 2000,11-43367-27,INMOBILIARIA E INVERSIONES DOS MIL S.A.,1100,SANTA ROSA,PLANTACIONES AGROPECUARIAS S.A,275,69 kg,Asociacion Nacional Del Café,,"January 9th, 2018",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.5,7.58,7.42,7.67,7.58,7.5,Sample,10,10,10,7.5,Sample  82.75,,10 %,0 full defects,1,Green,3 full defects,,"January 9th, 2019",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
579,82.75,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LINDA VISTA,11-973-276,LINDA VISTA,11-973-276,MERCON GUATEMALA S.A.,1800,SANTA ROSA,PABLO ARTURO CHUY FLORES,275,69 kg,Asociacion Nacional Del Café,2017,"October 17th, 2017",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.58,7.67,7.5,7.58,7.5,7.42,Sample,10,10,10,7.5,Sample  82.75,,11 %,0 full defects,0,Green,8 full defects,,"October 17th, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
580,82.75,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LAS MERCEDITAS,11/23/0693,BENEFICIO IXCHELL,11/23/0693,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2017,"September 19th, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.5,7.67,7.17,7.67,7.67,7.58,Sample,10,10,10,7.5,Sample  82.75,,11 %,0 full defects,0,Green,4 full defects,,"September 19th, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
581,82.75,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LAS DELICIAS,11/23/0632,BENEFICIO IXCHELL,11/23/0632,"UNEX GUATEMALA, S.A.",4000,SANTA ROSA,OTTO BECKER,50,69 kg,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.5,7.5,7.42,7.58,7.67,7.5,Sample,10,10,10,7.58,Sample  82.75,,10 %,0 full defects,0,Green,1 full defects,,"September 8th, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
582,82.75,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESMERALDA,11/23/0690,BENEFICIO IXCHELL,11/23/0690,"UNEX GUATEMALA, S.A.",4000,ORIENTE,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.42,7.58,7.42,7.67,7.5,7.5,Sample,10,10,10,7.67,Sample  82.75,,10 %,0 full defects,0,Green,1 full defects,,"August 22nd, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
583,82.75,,,,,,Arabica,SanJava Coffee,Indonesia,vary,sran toraja,Sapan Toraja,,PT. Shriya Artha Nusantara,1500,Sapan Toraja,vary farm,2,1 kg,Specialty Coffee Association of Indonesia,2017,"August 8th, 2017",SanJava Coffee,Sulawesi,Completed,Other,Sample,7.5,7.58,7.42,7.58,7.58,7.5,Sample,10,10,10,7.58,Sample  82.75,,12 %,0 full defects,0,Blue-Green,15 full defects,,"August 8th, 2018",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl.Harsono RM South Jakarta",Balkis Faisal - 081284251303 / 085780031543,,
584,82.75,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESMERALDA,11/23/0369,BENEFICIO IXCHEL,11/23/0369,"UNEX GUATEMALA, S.A.",518,EL PROGRESO,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.58,7.58,7.33,7.58,7.33,7.67,Sample,10,10,10,7.67,Sample  82.75,,12 %,0 full defects,0,Green,0 full defects,,"June 1st, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
585,82.75,,,,,,Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,大鋤花間 (HOE Vs. FLOWER COFFEE FARM),2017台南市精品咖啡評鑑批次 Specialty Coffee Evaluation of Tainan 2017 lot.20161220,大鋤花間 (HOE Vs. FLOWER COFFEE FARM),Taiwan,Taiwan Coffee Laboratory,650,"台南市東山區( Dongshan Dist., Tainan City)","林俊吉( Lin, Chun-Chi)",8,10 kg,Specialty Coffee Association,2016,"June 1st, 2017","Lin, Che-Hao Krude 林哲豪",Yellow Bourbon,Completed,Natural / Dry,Sample,7.83,7.67,7.33,7.67,7.58,7.67,Sample,9.33,10,10,7.67,Sample  82.75,,0 %,0 full defects,0,Green,0 full defects,,"June 1st, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
586,82.75,,,,,,Arabica,Consejo Salvadoreño del Café,El Salvador,La Montaña,13,Soc. Coop. de Caf. de Ciudad Barrios de R.L.,09-134-17,Soc. Coop. de Caf. de Ciudad Barrios de R.L.,1250,Cacahuatique,Soc. Coop. de Caf. de Ciudad Barrios de R.L.,275,69 kg,Salvadoran Coffee Council,2017,"May 8th, 2017",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,Sample,7.67,7.67,7.17,7.33,7.58,7.67,Sample,10,10,10,7.67,Sample  82.75,,0 %,0 full defects,0,,4 full defects,,"May 8th, 2018",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,,
587,82.75,,,,,,Arabica,"CECA, S.A.",Costa Rica,Gamboa,8866-2,Beneficio Montañas del Diamante,5-025-0109,"CECA,S.A.",1850,Tarrazu,Martin Gutierrez,250,69 kg,Specialty Coffee Association of Costa Rica,2016,"April 28th, 2017","CECA, S.A.",Caturra,Completed,Washed / Wet,Sample,7.58,7.5,7.42,7.67,7.42,7.5,Sample,10,10,10,7.67,Sample  82.75,,9 %,0 full defects,0,Bluish-Green,1 full defects,,"April 28th, 2018",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
588,82.75,,,,,,Arabica,Bismarck Castro,Honduras,Los Hicaques,103,CIGRAH S.A. DE C.V.,13-111-053,CIGRAH S.A DE C.V,1400,Comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondureño del Café,2017,"April 6th, 2017",Bismarck Castro,Caturra,Completed,Natural / Dry,Sample,7.58,7.5,7.42,7.58,7.5,7.5,Sample,10,10,10,7.67,Sample  82.75,,9 %,0 full defects,1,Green,6 full defects,,"April 6th, 2018",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,
589,82.75,,,,,,Arabica,Ipanema Coffees,Brazil,Capoeirinha,260/15,Dry mill,002/1660/0048,Ipanema Coffees,905,South of Minas Gerais,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2015,"April 25th, 2016",Ipanema Coffees,Yellow Bourbon,Completed,Pulped natural / honey,Sample,7.5,7.5,7.58,7.5,7.58,7.58,Sample,10,10,10,7.5,Sample  82.75,,11 %,0 full defects,2,Bluish-Green,1 full defects,,"April 25th, 2017",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
590,82.75,,,,,,Arabica,Yunnan Coffee Exchange,China,Man Ganna Estate,YNC-16057,"Puwen Lvyou Coffee Co.,Ltd",,Yunnan Coffee Exchange,1100,Yunnan Province XiShuangBanNa City Puwen County,"Puwen Lvyou Coffee Co.,Ltd",3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Natural / Dry,Sample,7.67,7.5,7.33,7.33,7.67,7.67,Sample,10,10,10,7.58,Sample  82.75,,10 %,0 full defects,0,Green,0 full defects,,"April 6th, 2017",Yunnan Coffee Exchange,"Warehouse of YCE, Chuangye Road, Munaihe Industrial Park, Pu'er Yunnan Province 665000",Zooey Li - +8608792891121,,
591,82.75,,,,,,Arabica,Yunnan Coffee Exchange,China,Pu'er Lingdu Yunlin Coffee Co.LTD,YNC-16014,Pu'er Lingdu Yunlin Coffee Co.LTD Mill,5300343627999,Yunnan Coffee Exchange,1500,Menglian,Pu'er Lingdu Yunlin Coffee Co.LTD,3,60 kg,Yunnan Coffee Exchange,2015,"April 5th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Washed / Wet,Sample,7.5,7.67,7.42,7.67,7.5,7.5,Sample,10,10,10,7.5,Sample  82.75,,11 %,0 full defects,0,Green,2 full defects,,"April 5th, 2017",Yunnan Coffee Exchange,"Warehouse of YCE, Chuangye Road, Munaihe Industrial Park, Pu'er Yunnan Province 665000",Zooey Li - +8608792891121,,
592,82.75,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0127,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,250,70 kg,Almacafé,2014,"November 7th, 2014",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.5,7.58,7.58,7.75,7.33,7.5,Sample,10,10,10,7.5,Sample  82.75,,0 %,0 full defects,0,Blue-Green,2 full defects,,"November 7th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
593,82.75,,,,,,Arabica,AFCA,Malawi,Msese,,Mzuzu Coffee Planters Coop Union,C21,Mzuzu Coffee Planters Coop Union,1442 M,South of Mzuzu,Mzuzu Coffee Planters Coop Union,29,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Completed,Washed / Wet,Sample,7.75,7.58,7.42,7.5,7.33,7.5,Sample,10,10,10,7.67,Sample  82.75,,12 %,0 full defects,0,Bluish-Green,0 full defects,,"November 4th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,
594,82.75,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL MORITO,,EL MORITO,11/972/34,"Armajaro Guatemala, S. A.",5000 FT.,JALAPA,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,"June 16th, 2014",Juan Luis Alvarado Romero,Pacas,Completed,Washed / Wet,Sample,7.75,7.42,7.25,7.75,7.5,7.67,Sample,10,10,10,7.42,Sample  82.75,,13 %,0 full defects,0,Green,2 full defects,,"June 16th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,
595,82.75,,,,,,Arabica,Coffee Export,Colombia,,,Trilladora Mercedes,3-201-1817,Coffee Export,1.65,Huila,,275,1 kg,Almacafé,2014,"May 27th, 2014",Coffee Export,Typica,Completed,Washed / Wet,Sample,7.67,7.42,7.42,7.58,7.33,7.67,Sample,10,10,10,7.67,Sample  82.75,,12 %,0 full defects,0,Green,0 full defects,,"May 27th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
596,82.75,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KP010914,Kona Pacific Farmers Cooperative,,KONA,,10,80 lbs,Specialty Coffee Association,2013,"February 5th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.67,7.58,7.42,7.83,7.33,7.5,Sample,10,10,10,7.42,Sample  82.75,,10 %,6 full defects,0,Blue-Green,0 full defects,,"February 5th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
597,82.75,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KF010914,Kona Pacific Farmers Cooperative,,KONA,,6,100 lbs,Specialty Coffee Association,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.58,7.83,7.75,7.75,7.42,8,Sample,9.33,9.33,10,7.75,Sample  82.75,,10 %,0 full defects,0,Green,0 full defects,,"February 4th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
598,82.75,,,,,,Arabica,The Coffee Source Inc.,Colombia,several,,Antioquia,3-332-0028,The Coffee Source Inc.,1300,Antioquia,several,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"January 21st, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.58,7.33,7.17,7.33,7.25,8.58,Sample,10,10,10,7.5,Sample  82.75,,10 %,0 full defects,0,Green,2 full defects,,"January 21st, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,
599,82.75,,,,,,Arabica,NESTOR MENDEZ GOMEZ,Mexico,SAN LORENZO,,ALGEL DE ALBINO DE CORZO,016-2129,CESMACH S.C.,1550,CHIAPAS,CARLOS O. VELAZCO LOPEZ,32,1 kg,AMECAFE,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Completed,Washed / Wet,Sample,7.58,7.58,7.5,7.5,7.5,7.5,Sample,10,10,10,7.58,Sample  82.75,,12 %,0 full defects,0,Green,6 full defects,,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
600,82.75,,,,,,Arabica,SERGIO DE LA VEQUIA BERNARDI,Mexico,TLAMATOCA,,CAFETALERA LA CUCHILLA,1104289425,,1200,HUATUSCO,FRANCISCO R. DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Completed,Washed / Wet,Sample,7.58,7.58,7.33,7.75,7.25,7.58,Sample,10,10,10,7.67,Sample  82.75,,12 %,0 full defects,0,,0 full defects,,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
601,82.75,,,,,,Arabica,ROMULO BELLO FLORES,Mexico,,,,1302910536,CAFE SHUNUC,1200,ATOYAC DE ALVAREZ,ROMULO BELLO FLORES,21,1 kg,AMECAFE,2012,"June 6th, 2012",ROMULO BELLO FLORES,Typica,Completed,Natural / Dry,Sample,8.08,8.17,8,8,7.83,7.92,Sample,6.67,10,10,8.08,Sample  82.75,,12 %,1 full defects,0,,4 full defects,,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,
602,82.75,,,,,,Arabica,,Colombia,Supply Chain ECOM CCA S.A.,,South Huila,3-79-0334,ECOM CCA S.A.,1400 thru 1850,South huila,Supply Chain ECOM CCA S.A.,250,70 kg,Almacafé,2012,"April 11th, 2012",,Caturra,Completed,Washed / Wet,Sample,7.5,7.58,7.42,7.67,7.5,7.58,Sample,10,10,10,7.5,Sample  82.75,,0 %,0 full defects,0,Blue-Green,0 full defects,,"April 11th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
603,82.75,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0767,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,100,70 kg,Almacafé,2012,"March 5th, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.58,7.5,7.42,Sample,10,10,10,7.42,Sample  82.75,,11 %,0 full defects,0,Green,3 full defects,,"March 5th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,
604,82.75,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2135401,CQI,,Kona,,6,100 lbs,Specialty Coffee Association,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,Sample,7.25,7.75,7.5,7.83,7.67,7.67,Sample,9.33,10,10,7.75,Sample  82.75,,12 %,0 full defects,0,Green,0 full defects,,"February 22nd, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
605,82.75,,,,,,Arabica,Rachel Peterson,Panama,Hacienda La Esmeralda,,Hacienda La Esmeralda,29,Hacienda La Esmeralda,1100,"Boquete, Panama",Price Peterson,300,2 kg,Specialty Coffee Association,2012,"February 23rd, 2012",Rachel Peterson,Catuai,Completed,Washed / Wet,Sample,7.42,7.42,7.5,7.58,7.5,7.75,Sample,10,10,10,7.58,Sample  82.75,,0 %,0 full defects,0,Green,4 full defects,,"February 22nd, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
606,82.75,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA 210688,,,Kona,,14,1,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,Completed,,Sample,7.75,7.67,7.5,7.83,7.17,7.42,Sample,10,10,10,7.42,Sample  82.75,,0 %,0 full defects,0,,2 full defects,,"June 29th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,
607,82.67,,,,,,Arabica,Ipanema Coffees,Brazil,Capoeirinha Farm,019/17,Dry mill,002/1660/0079,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Completed,Natural / Dry,Sample,7.5,7.58,7.25,7.75,7.58,7.5,Sample,10,10,10,7.5,Sample  82.67,,0 %,0 full defects,0,Green,4 full defects,,"October 20th, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
608,82.67,,,,,,Arabica,Ipanema Coffees,Brazil,Capoeirinha Farm,007/16D,Dry mill,002/1660/0105,Ipanema Coffees,934,South of Minas Gerais,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Completed,Natural / Dry,Sample,7.5,7.58,7.5,7.67,7.5,7.42,Sample,10,10,10,7.5,Sample  82.67,,11 %,0 full defects,2,Bluish-Green,3 full defects,,"August 16th, 2017",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,
609,82.67,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Laos,Savan coffee bean,1,non,,宸嶧國際,1300,"Paksong,Laos","Paksong,Laos",60,50 kg,Blossom Valley International,2015,"June 2nd, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Catimor,Completed,Washed / Wet,Sample,7.67,7.67,7.42,7.42,7.42,7.5,Sample,10,10,10,7.58,Sample  82.67,,13 %,0 full defects,0,Bluish-Green,0 full defects,,"June 2nd, 2017",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,
