"","Species","Owner","Country.of.Origin","Farm.Name","Lot.Number","Mill","ICO.Number","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner.1","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Expiration","Certification.Body","Certification.Address","Certification.Contact","unit_of_measurement","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"657","Arabica","juan luis alvarado romero","Guatemala","la esperanza","11/23/0146","beneficio ixchel","11/23/0146","unex guatemala, s.a.","4000","oriente","MARGARITA AVILA DE NUYENS",50,"69 kg","Asociacion Nacional Del Café","2016","March 16th, 2016","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,82.5,0.1,0,2,"Green",2,"March 16th, 2017","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1219.2,1219.2,1219.2
"658","Arabica","doi tung development project","Thailand","","","","-","doi tung development project","800++","thailand","Doi Tung Development Project",1,"1 kg","Specialty Coffee Association","2014","June 9th, 2015","Doi Tung Development Project","","Washed / Wet",7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,82.5,0.12,0,0,"Green",0,"June 8th, 2016","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",800,800,800
"659","Arabica","松澤宏樹 koju matsuzawa","Thailand","","","","Thailand","coffeas co., ltd","1400-1500 m","chiangrai","Coffeas Co., Ltd.",50,"20 kg","Specialty Coffee Institute of Asia","2014","February 15th, 2015","松澤宏樹 Koju Matsuzawa","Caturra","Washed / Wet",7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,82.5,0.11,0,0,"",0,"February 15th, 2016","Specialty Coffee Institute of Asia","726e4891cf2c9a4848768bd34b668124d12c4224","b70da261fcc84831e3e9620c30a8701540abc200","m",1400,1500,1450
"660","Arabica","shah plantations","Tanzania, United Republic Of","shah plantation","","shah plantation","C26","shah plantations","1600","karatu arusha","Shah Plantations",37,"60 kg","Africa Fine Coffee Association","2014","December 18th, 2014","Shah Plantations","Other","Washed / Wet",7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,82.5,0.12,0,0,"Green",1,"December 18th, 2015","Africa Fine Coffee Association","073285c0d45e2f5539012d969937e529564fa6fe","c4ab13415cdd69376a93780c0166e7b1a10481ea","m",1600,1600,1600
"661","Arabica","amkeni gourmet coffee group","Tanzania, United Republic Of","amkeni","","amkeni gourmet coffee group","C35","amkeni gourmet coffee group","","moshi","Amkeni Gourmet Coffee Group",5,"60 kg","Africa Fine Coffee Association","2014","December 12th, 2014","Amkeni Gourmet Coffee Group","Other","Washed / Wet",7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,82.5,0.12,0,0,"Bluish-Green",3,"December 12th, 2015","Africa Fine Coffee Association","073285c0d45e2f5539012d969937e529564fa6fe","c4ab13415cdd69376a93780c0166e7b1a10481ea","m",NA,NA,NA
"662","Arabica","lusso lab","Mexico","finca san el retiro","","","NONE","lusso coffee lab","1500-1700m","chiapas","Santiago & Rosaura Arguello Campos",2,"2 kg","Specialty Coffee Association","2013","April 14th, 2014","LUSSO LAB","Other","Washed / Wet",7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,82.5,0,0,0,"Green",1,"April 14th, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",1500,1700,1600
"663","Arabica","ipanema coffees","Brazil","fazenda rio verde","","ipanema coffees","002 - 4177 - 0039","ipanema coffees","1260","south of minas","Ipanema Coffees",69,"60 kg","Specialty Coffee Association","2013/2014","January 14th, 2014","Ipanema Coffees","Yellow Bourbon","Semi-washed / Semi-pulped",7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,82.5,0.11,0,0,"Bluish-Green",0,"January 14th, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",1260,1260,1260
"664","Arabica","juan luis alvarado romero","Guatemala","la union monte verde","","beneficio ixchel","11/23/0633","unex guatemala, s.a.","4300","oriente","AGRICOLA MONTE VERDE, S.A.",250,"69 kg","Asociacion Nacional Del Café","2013","May 30th, 2013","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,82.5,0.12,0,0,"Green",4,"May 30th, 2014","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1310.64,1310.64,1310.64
"665","Arabica","exportadora de cafe condor s.a","Colombia","","","trilladora boananza","3-68-0162","exportadora de cafe condor s.a","1750 msnm","huila","",250,"70 kg","Almacafé","2013","May 7th, 2013","Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,82.5,0.11,0,0,"Green",1,"May 7th, 2014","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1750,1750,1750
"666","Arabica","juan luis alvarado romero","Guatemala","la esperanza y anexos","","beneficio ixchel","11/426/2","unex guatemala, s.a.","4300","oriente","MARGARITA DE NUYENS",250,"69 kg","Asociacion Nacional Del Café","2013","February 26th, 2013","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,82.5,0.11,0,0,"Green",0,"February 26th, 2014","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",1310.64,1310.64,1310.64
"667","Arabica","saul m. hernandez ramirez","Mexico","la pagua","","el mavodo","1702773555","","1679","san bartolo tutotepec","VELASCO SAN AGUSTIN, NAZARIO",10,"1 kg","AMECAFE","2012","September 27th, 2012","SAUL M. HERNANDEZ RAMIREZ","Typica","Washed / Wet",7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,82.5,0.13,0,0,"None",10,"September 27th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1679,1679,1679
"668","Arabica","enrique mitre lopez","Mexico","caltuchoco","","zapotitlan de mendez, puebla","1206966823","cafe de la sierra norte de puebla","1100","zapotitlan de mendez","ENRIQUE MITRE LOPEZ",10,"1 kg","AMECAFE","2012","July 26th, 2012","ENRIQUE MITRE LOPEZ","Typica","Washed / Wet",7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,82.5,0.12,0,0,"Green",5,"July 26th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1100,1100,1100
"669","Arabica","enrique eduardo lopez aguilar","Mexico","santa cruz - pante don manuel","","","PCO-031106-CF7","finca santa cruz","1650","la concordia","SUSANA LETICIA LOPEZ AGUILAR",28,"1 kg","AMECAFE","2012","June 7th, 2012","Enrique Eduardo Lopez Aguilar","Typica","Semi-washed / Semi-pulped",7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,82.5,0.11,0,0,"",2,"June 7th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1650,1650,1650
"670","Arabica","juan luis alvarado romero","Guatemala","various","","","11/08/88-11/08/67","waelti schoenfeld exportadores de cafe, s.a.","","oriente","VARIOUS",275,"1 kg","Asociacion Nacional Del Café","2012","March 26th, 2012","Juan Luis Alvarado Romero","Caturra","Natural / Dry",7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,82.5,0.11,0,0,"Green",5,"March 26th, 2013","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","m",NA,NA,NA
"671","Arabica","jacques pereira carneiro","Brazil","fazenda do sertao","","cocarive","002/1352/0099","exportadora de cafés carmo de minas ltda","1.250 m","carmo de minas","Nazareth Dias Pereira",300,"60 kg","NUCOFFEE","2012","March 16th, 2012","Jacques Pereira Carneiro","Bourbon","Semi-washed / Semi-pulped",7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,82.5,0,0,0,"Blue-Green",4,"March 16th, 2013","NUCOFFEE","567f200bcc17a90070cb952647bf88141ad9c80c","aa2ff513ffb9c844462a1fb07c599bce7f3bb53d","m",1250,1250,1250
"672","Arabica","racafe & cia s.c.a","Colombia","","","","3-37-0582","c.i.racafe & cia s.c.a","de 1.600 a 1.950 msnm","huila","LA PLATA",275,"70 kg","Almacafé","2012","March 5th, 2012","Racafe & Cia S.C.A","Caturra","Washed / Wet",7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,82.5,0.11,1,0,"Green",3,"March 5th, 2013","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1600,1950,1775
"673","Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","","2135402","cqi","","kona","",7,"100 lbs","Specialty Coffee Association","2012","February 23rd, 2012","Kona Pacific Farmers Cooperative","Hawaiian Kona","Washed / Wet",7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,82.5,0.12,2,0,"Green",3,"February 22nd, 2013","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","ft",NA,NA,NA
"674","Arabica","adam kline","Guatemala","","","","11/0052/0538","","1600","huehuetenango","",245,"1","Specialty Coffee Association","","July 23rd, 2010","Adam Kline","","",7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,82.5,0.01,1,0,"",14,"July 23rd, 2011","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",1600,1600,1600
"675","Arabica","brian beck","Honduras","carrillo cooperativa","Zona: los imposibles","cohorsil","","carrillo cooperativa","1500","comayagua, honduras","Danilo Carrillo",1,"2 kg","Specialty Coffee Association","2017","September 27th, 2017","Brian Beck","Other","Washed / Wet",7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,82.42,0.12,0,1,"Green",6,"September 27th, 2018","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",1500,1500,1500
"676","Arabica","juan luis alvarado romero","Guatemala","piamonte","11/23/0639","beneficio ixchel","11/23/0639","unex guatemala, s.a.","1700","san marcos","JORGE LEAL",50,"69 kg","Asociacion Nacional Del Café","2017","September 8th, 2017","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,82.42,0.1,0,1,"Green",2,"September 8th, 2018","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","m",1700,1700,1700
"677","Arabica","juan luis alvarado romero","Guatemala","las merceditas","11/23/0366","beneficio ixchel","11/23/0366","unex guatemala, s.a.","1700","san marcos","ANGEL DE LEON",50,"69 kg","Asociacion Nacional Del Café","2016","June 1st, 2017","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42,0.12,0,0,"Green",0,"June 1st, 2018","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","m",1700,1700,1700
"678","Arabica","juan luis alvarado romero","Guatemala","la esmeralda","11/23/0400","beneficio ixchel","11/23/0400","unex guatemala, s.a.","518","el progreso","JESUS RAMIREZ",20,"69 kg","Asociacion Nacional Del Café","2017","June 1st, 2017","Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,82.42,0.12,0,0,"Green",0,"June 1st, 2018","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","ft",157.8864,157.8864,157.8864
"679","Arabica","juan luis alvarado romero","Guatemala","providencia","11/43367/12","beneficio 2000","11/43367/12","asociación nacional del café - anacafe -","","santa rosa","PLANTACIONES AGROPECUARIAS, S.A.",275,"69 kg","Asociacion Nacional Del Café","2017","January 20th, 2017","Juan Luis Alvarado Romero","Caturra","Washed / Wet",7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,82.42,0.11,0,2,"Green",3,"January 20th, 2018","Asociacion Nacional Del Café","b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53","724f04ad10ed31dbb9d260f0dfd221ba48be8a95","m",NA,NA,NA
"680","Arabica","racafe & cia s.c.a","Colombia","","3-37-4434","bachue","3-37-4434","racafe & cia s.c.a","1600","guayata","",43,"70 kg","Almacafé","2016","August 5th, 2016","Racafe & Cia S.C.A","Caturra","Washed / Wet",5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0,"Green",1,"August 5th, 2017","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1600,1600,1600
"681","Arabica","yunnan coffee exchange","China","menglian gao sanlin coffee factory","YNC-16047","menglian gao sanlin coffee factory","","yunnan coffee exchange","1600","yunnan","Menglian Gao Sanlin Coffee Factory",3,"60 kg","Yunnan Coffee Exchange","2015","April 6th, 2016","Yunnan Coffee Exchange","Catimor","Washed / Wet",7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,82.42,0.1,0,0,"Green",0,"April 6th, 2017","Yunnan Coffee Exchange","683fa6014608fc10ff681b0435b0b2dbe6df988f","f6d87a6c04653c569d4911a66f89d5e30ce83b93","m",1600,1600,1600
"682","Arabica","bourbon specialty coffees","Brazil","","43102245 - P4615","dinamo armazens gerais ltda","002/4542/0190","bourbon specialty coffees","","campos altos - cerrado","",300,"60 kg","Brazil Specialty Coffee Association","2016","January 12th, 2016","BOURBON SPECIALTY COFFEES","","",7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,82.42,0.11,0,1,"Green",0,"January 11th, 2017","Brazil Specialty Coffee Association","3297cfa4c538e3dd03f72cc4082c54f7999e1f9d","8900f0bf1d0b2bafe6807a73562c7677d57eb980","m",NA,NA,NA
"683","Arabica","gladness obed pallangyo","Tanzania, United Republic Of","nguruma","","","GOP","tawoca","2285","arusha meru","GLADNESS OBED PALLANGYO",10,"60 kg","Africa Fine Coffee Association","2015/2016","November 16th, 2015","Gladness Obed Pallangyo","Ruiru 11","Washed / Wet",7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42,0.13,0,0,"Green",7,"November 15th, 2016","Africa Fine Coffee Association","073285c0d45e2f5539012d969937e529564fa6fe","c4ab13415cdd69376a93780c0166e7b1a10481ea","m",2285,2285,2285
"684","Arabica","ipanema coffees","Brazil","rio verde","","ipanema comercial e exportadora sa","002/4177/0150","ipanema coffees","1","south of minas","Ipanema Agrícola SA",320,"2 kg","Brazil Specialty Coffee Association","2015/2016","October 8th, 2015","Ipanema Coffees","Yellow Bourbon","Natural / Dry",7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,82.42,0,0,0,"Green",0,"October 7th, 2016","Brazil Specialty Coffee Association","3297cfa4c538e3dd03f72cc4082c54f7999e1f9d","8900f0bf1d0b2bafe6807a73562c7677d57eb980","m",1,1,1
"685","Arabica","the coffee source inc.","Guatemala","several","","ixchel","11-023-0024","the coffee source inc.","1400 mts","atitlan","UNEX",250,"1 kg","Specialty Coffee Association of Costa Rica","2013","December 18th, 2014","The Coffee Source Inc.","Caturra","Washed / Wet",7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,82.42,0.1,0,0,"Green",0,"December 18th, 2015","Specialty Coffee Association of Costa Rica","8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1","5eb2b7129d9714c43825e44dc3bca9423de209e9","m",1400,1400,1400
"686","Arabica","productos y servicios chilindron s.a. de c.v.","Mexico","los llanitos","","la yerba","703805790","productos y servicios chilindron s.a. de c.v.","1296","la yerba","AVELINO CHAVEZ REYNA",10,"1 kg","AMECAFE","2014","August 14th, 2014","PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.","Typica","Washed / Wet",7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,82.42,0.11,0,0,"Green",0,"August 14th, 2015","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1296,1296,1296
"687","Arabica","nucoffee","Brazil","fazenda serra negra","","","002/1251/0228","nucoffee","1000m","south of minas","Betina Vilela Reis",39,"60 kg","NUCOFFEE","2012","May 8th, 2014","NUCOFFEE","Catuai","Semi-washed / Semi-pulped",7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,82.42,0.12,0,0,"Blue-Green",1,"May 8th, 2015","NUCOFFEE","567f200bcc17a90070cb952647bf88141ad9c80c","aa2ff513ffb9c844462a1fb07c599bce7f3bb53d","m",1000,1000,1000
"688","Arabica","dane loraas","Peru","","","","030-0595-0128","sustainable harvest","huanuco","peru","",320,"5 lbs","Specialty Coffee Association","2013","January 21st, 2014","Dane Loraas","","Washed / Wet",7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,82.42,0,0,0,"Green",3,"January 21st, 2015","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",NA,NA,NA
"689","Arabica","ipanema coffees","Brazil","fazenda rio verde","","ipanema coffees","002/4177/0121","ipanema coffees","1260","south of minas","Ipanema Coffees",220,"60 kg","Specialty Coffee Association","2013/2014","December 30th, 2013","Ipanema Coffees","Yellow Bourbon","Natural / Dry",7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42,0,0,0,"Green",0,"December 30th, 2014","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",1260,1260,1260
"690","Arabica","manuel herrera juarez","Mexico","finca los barreales","","finca los barreales","0","","1170","veracruz","MANUEL HERRERA JUAREZ",10,"1 kg","AMECAFE","2013","December 12th, 2013","MANUEL HERRERA JUAREZ","Bourbon","Washed / Wet",7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42,0.12,0,0,"Green",0,"December 12th, 2014","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1170,1170,1170
"691","Arabica","brent hall","Honduras","","","","3","s&d coffee and tea","","","",1,"2 kg","Specialty Coffee Association","2012","December 10th, 2013","Brent Hall","","Washed / Wet",7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,82.42,0.09,0,0,"None",2,"December 10th, 2014","Specialty Coffee Association","36d0d00a3724338ba7937c52a378d085f2172daa","0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660","m",NA,NA,NA
"692","Arabica","racafe & cia s.c.a","Colombia","","","","3-37-2044","racafe & cia s.c.a","de 1600 a 1950 msnm","huila","",250,"70 kg","Almacafé","2013","May 31st, 2013","Racafe & Cia S.C.A","Caturra","Washed / Wet",7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42,0.11,0,0,"Green",9,"May 31st, 2014","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1600,1950,1775
"693","Arabica","nestor mendez gomez","Mexico","cipresal","","angel albino corzo, chiapas","016-2129","cesmach s.c.","1560","chiapas","EMPERATRIZ GARCIA MUÑOZ",49,"1 kg","AMECAFE","2013","March 29th, 2013","NESTOR MENDEZ GOMEZ","Typica","Washed / Wet",7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,82.42,0.12,0,0,"Green",5,"March 29th, 2014","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1560,1560,1560
"694","Arabica","jesus salazar velasco","Mexico","pante san pedro","","san pedro cotzilnam, municipio de aldama, chiapas","0","carajillo café sa de cv","1400","san pedro cotzilnam","VICTOR MANUEL LOPEZ VAZQUEZ",20,"1 kg","AMECAFE","2012","September 11th, 2012","JESUS SALAZAR VELASCO","Typica","Semi-washed / Semi-pulped",7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42,0.13,0,0,"Green",2,"September 11th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1400,1400,1400
"695","Arabica","el equimite, cafetal biodinámico","Mexico","cafetal el equimite, rancho agroecológico","","cafetal el equimite, rancho agroecológico","0","","1300","coatepec","GIBRAN LEONARDO CERVANTES COVARRUBIAS",35,"1 kg","AMECAFE","2012","September 10th, 2012","El Equimite, Cafetal Biodinámico","Typica","Washed / Wet",7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42,0.14,0,0,"Green",9,"September 10th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1300,1300,1300
"696","Arabica","manuel herrera juarez","Mexico","los barreales 1112lbcat_s110312","","los barreales, teocelo, veracruz","0","finca los barreales","1170","xalapa","MANUEL HERRERA JUAREZ",10,"1 kg","AMECAFE","2012","August 31st, 2012","MANUEL HERRERA JUAREZ","Caturra","Washed / Wet",7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42,0.13,0,0,"Green",1,"August 31st, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1170,1170,1170
"697","Arabica","dario cesar galeana sanchez","Mexico","corral del diablo lote 1","","corral del diablo lote 1","3252","","1300","zihuatanejo de azueta","DARIO FRANCISCO GALEANA SOLIS",74,"1 kg","AMECAFE","2012","July 25th, 2012","DARIO CESAR GALEANA SANCHEZ","Typica","Washed / Wet",7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42,0.11,0,0,"Green",0,"July 25th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1300,1300,1300
"698","Arabica","jose daniel cobilt castro","Mexico","cañada fria","","huatusco","1104558673","","1350","veracruz","JOSE DANIEL COBILT CASTRO",26,"1 kg","AMECAFE","2012","July 11th, 2012","JOSE DANIEL COBILT CASTRO","Pacamara","Washed / Wet",7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,82.42,0.14,0,0,"Green",6,"July 11th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1350,1350,1350
"699","Arabica","alvaro quiros perez","Mexico","finca nextlalpa","","xicotepec de juarez","120706171, 1207106169","","1150","xicotepec de juarez","ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",10,"1 kg","AMECAFE","2012","July 3rd, 2012","ALVARO QUIROS PEREZ","Caturra","Washed / Wet",7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42,0.11,0,0,"Green",0,"July 3rd, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1150,1150,1150
"700","Arabica","olivia hernandez virves","Mexico","santa rosa","","","125464","","1250","progreso santa rosa teocelo","OLIVIA HERNANDEZ VIRVES",1,"1 kg","AMECAFE","2012","June 6th, 2012","OLIVIA HERNANDEZ VIRVES","Bourbon","Washed / Wet",7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42,0.13,0,0,"",4,"June 6th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1250,1250,1250
"701","Arabica","finca las nieves","Mexico","fln mirador","","finca las nieves","1","finca las nieves","1450","fln mirador","ROBIN CLEAVER",10,"1 kg","AMECAFE","2012","April 9th, 2012","FINCA LAS NIEVES","Typica","Washed / Wet",7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42,0.12,0,0,"Bluish-Green",0,"April 9th, 2013","AMECAFE","59e396ad6e22a1c22b248f958e1da2bd8af85272","0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7","m",1450,1450,1450
"702","Arabica","carcafe ltda ci","Colombia","","","","3-59-0782","carcafe ltda","442 msnm","huila","JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ",250,"70 kg","Almacafé","2012","January 31st, 2012","CARCAFE LTDA CI","Caturra","Natural / Dry",7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42,0,0,0,"",2,"January 30th, 2013","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",442,442,442
"703","Arabica","nucoffee","Brazil","santa mariana","","","002/1251/185","nucoffee","","south of minas","Glycia Maria",51,"60 kg","NUCOFFEE","2012","January 23rd, 2012","NUCOFFEE","Arusha","Natural / Dry",7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42,0.11,0,0,"Blue-Green",2,"January 22nd, 2013","NUCOFFEE","567f200bcc17a90070cb952647bf88141ad9c80c","aa2ff513ffb9c844462a1fb07c599bce7f3bb53d","m",NA,NA,NA
"704","Arabica","exportadora de cafe condor s.a","Colombia","","","trilladora bonanza - armenia quindioa","3-68-0066","exportadora de cafe condor s.a","1750","huila","",250,"70 kg","Almacafé","2011","December 22nd, 2011","Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42,0,0,0,"Green",2,"December 21st, 2012","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1750,1750,1750
"705","Arabica","exportadora de cafe condor s.a","Colombia","","","trilladora bonanza - armenia quindioa","3-68-0262","","1750 m.s.n.m","huila","",0,"70 kg","Almacafé","3T/2011","September 22nd, 2011","Exportadora de Cafe Condor S.A","","",7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,82.42,0.02,0,0,"",1,"September 21st, 2012","Almacafé","e493c36c2d076bf273064f7ac23ad562af257a25","70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab","m",1750,1750,1750
